,variable,value,status
0,0hr,-1.3877787807814457e-16,total
1,12hr,2.8117527652620455,total
2,24hr,1.4997582325876633,total
3,36hr,0.6431372863643849,total
4,48hr,1.382836623784288,total
5,72hr,0.5199098799157079,total
