,variable,value,status
0,0hr,-2.7755575615628914e-17,total
1,12hr,-0.4138776909248205,total
2,24hr,0.3869817981501157,total
3,36hr,1.0088354794090986,total
4,48hr,2.1226934293569726,total
5,72hr,0.42404688235867194,total
