"","B","Basophil","CD4","CD8","Cholangiocyte","Eosinophil","Hepatocyte","Kupffer","LSEC","Monocyte","NK","Neutrophil","Stellate"
"MDA_12",0,0.000544307793510606,0.00686773744879002,0,0.0173923650738787,0.000426605543717117,0.472044841158615,0.00968493361510774,0.00508730702112969,0.00987725258055354,0,0.000493790978266762,0.00671866019468102
"MDA_7",0,0.000686898304862085,0,0.0325130678595206,0.0290152975429138,0.000267830715268294,0.311521686103239,0.0109998463567162,0.00772019778879905,0.0092243364811578,0,0.000365986197402944,0.0196313585167343
"MDA_8",0,1.30939512969795e-05,0.00439913089616559,0.0011196990060411,0.0325870057384832,0.000359243934290538,0.461822792575939,0.00638799146211491,0.00141278870113542,0.00272291710160314,0.0010152477491407,4.13746023275922e-05,0.0143355164047979
"TAA_1",0,0.000107407238662165,0.00673673439017947,0.0298886854114643,0.0501728047555401,0.000369330215006384,0.339172344384091,0.00795179791784589,0.00908491626188072,0,0,0.000286790854785105,0.0401183012357403
"TAA_3",0,0.00290540363056161,0,0.056660250799206,0.0345800400663695,0.000508647470920421,0.220252013373713,0.00725887473910304,0.00698029490826345,0.0055871466034904,0,0.000859629312012853,0.0295006994793891
"TAA_6",6.66965038187466e-05,0,0.00925761559447103,0.00147024007669508,0.130819428250017,0.000370365871903771,0.427148932911867,0.00559714780643298,0.00075826253562961,0,0,0.00177132640465343,0.0334670264299748
"TAA_7",0,0.00305292923569278,0.00941784325505582,0.00179739698602293,0.0453849832066355,0.000303974111581365,0.378417514233334,0.0101691632619326,0.000692576980161197,0.0126048300259811,0,0.00454692022708644,0.035906121058876
"TAA_8",3.88140134108219e-05,0.00151760718038941,0.0131472275975724,0.00104647861092842,0.0710359567380803,0.000108453694170594,0.410295383714772,0.00743714682559905,0.00553726877912084,0.0149193842906807,0,0.00129550690158092,0.0320138987068665
"GAL_2",0,0.00148572920839708,0,0.0418538555312835,0.0175181649266681,0.000540318820034963,0.179617023092328,0.0188854654048362,0.0094727203952677,0.000413653010338362,0,0,0.0145984551377145
"GAL_4",6.48229661073516e-06,0.000330183254906848,0.0261323450076986,0.000498998026761455,0.0669590458660932,0.000430085500389587,0.233563863430681,0.0242873685936753,0.014558292761585,0.00723507997065951,0,0.000248192050126073,0.0412708750130306
"GAL_7",0.000172258893650031,0,0.0251641091389106,0,0.0227972415315286,0.000778873657701993,0.132357869468484,0.0312895160434287,0.0156382490708411,0.0451606218704897,0.000395450425502413,0.0002035147812555,0.050786221626494
"GAL_8",0,0.000552165143897913,0.0244117247803631,0,0.0311641347077374,0.000444992876507712,0.202590478785471,0.0148925917422292,0.0128035811148641,0.0308875728889386,8.41108244676253e-05,0,0.0370270336597593
