,B,Basophil,CD4,CD8,Eosinophil,Kupffer,Monocyte,NK,Neutrophil
1700025G04RIK,5.6534713588085355,10.104665138133406,187.41232771008322,396.8350618202918,127.87683825147568,78.10911752647752,378.82827164638513,1588.7628898286446,14.861184211695821
1810014B01RIK,127.39499925114106,744.0608470437325,80.59787843957547,127.48079042877555,40.23376827199773,143.36727710154503,50.147237785299424,87.28925233858527,0.0
4732419C18RIK,0.0,0.0,0.0,0.0,0.0,0.07317506535265261,4.0655441043679685,0.0,0.0
4732465J04RIK,0.0,0.0,2.355318409595593,0.2379767798954182,1.8885737972093248,3.2737258898947754,0.0,0.0,410.9056337255519
4833422C13RIK,0.0,0.0,12.329789394484116,0.0,3.0868945523276894,0.09931960720406852,0.0,1.9995358945658048,0.0
A130010J15RIK,93.88628649622463,62.65129203324032,309.2853053784172,47.183797963883464,43.79429691660761,48.68848816252222,63.03482992886386,54.68243916406847,40.08107931125163
ABCA2,261.9856862606651,342.8795838279268,272.45166931267613,1275.3857734102405,439.8278201663217,44.34367755189541,330.99858505597393,372.4420487097016,236.8479208695262
ABCA6,1.5592210182267232,0.0,0.0,0.041380533574882694,0.0,0.0,88.42722778580512,0.0,0.0
ABCC2,0.0,53.79155696275408,0.0,0.0,358.0478075979581,2.3532509290294383,21.00442815907002,0.0,8.55706563930019
ACKR2,493.72708488692626,0.0,0.0,3.474816130358615,0.0,1.794983090608667,0.0,0.0,0.0
ACKR3,46.87904856699338,0.0,0.0,0.7126371599514489,0.0,0.0,0.0,0.0,0.0
ACTA2,0.6837197541187858,23.26633489099449,3.208932072597844,1.6419972187710319,57.36190641830916,2.746059918117833,64.45375316189191,0.12104886481790977,1769.6758846622072
ADAMTS14,10.92117772518818,0.0,2.4552165291945927,33.33819520387845,0.0,0.0,0.0,1395.417728651482,0.0
ADAMTSL2,0.0980289837074464,0.0,0.3352060961901293,5.387980693160211,0.13702582759234527,0.1760333947025572,0.0,0.0,0.0
ADCY6,11.607476483846487,3.3370870094420884,225.44233275040742,65.53972289408867,5.215210665584209,4.6764712438213145,7.310640646346508,0.0,0.0
ADGRA2,0.0,0.5225043231177704,1.4280394740943207,0.4060701851723254,0.683645373552153,0.0,30.29660746174351,0.16400330825017817,0.0
ADTRP,1.5088398064844664,0.0,0.0,1.1555291535027576,0.0,4.227233704595636,0.0,0.0,233.8164648354805
AGXT,0.0,0.0,0.0,0.0,0.0,189.14966914812925,0.0,0.0,0.0
AHSG,0.0,0.0,0.0,0.0,0.0,795.9858647566973,0.0,0.0,0.0
AI463170,0.0,0.0,0.0,0.0,15.877373851581734,0.0,0.0,0.0,231.11741342704295
AIFM3,0.0,0.0,0.0,0.0,28.62454273545016,0.0,0.0,0.0,0.0
AKR1C6,0.0,0.0,0.0,0.0,0.0,288.6273714244057,0.0,0.0,0.0
ALAS2,2.6537410506062336,0.0,35.581492459804295,16.932159416547915,2.020077439794214,22.74381065443179,181.9982965260206,8.837578117576724,25.017011333308133
ALB,0.0,0.0,0.0,0.0,0.0,1291.9232082887597,0.0,0.0,0.0
ALDH1A3,2.4849876806116744,2.7458319439345553,0.0,23.40924081726471,6.595686977653355,2.810150716621708,5.556098139268025,5.187328549356436,0.0
ALDH1B1,54.74600226537576,63.51448732922616,58.50296322870405,53.63011468714651,13.08995655704237,110.38930440106546,816.4731777455087,27.596223454017068,0.0
ALDOB,0.0,0.0,0.0,0.0,0.0,775.0225636453388,0.0,0.0,0.0
ALPL,646.6697999046183,0.0,7.789326471991348,5.4510708263329555,0.0,0.5482530458494717,0.0,0.08291201682765692,1.9180468624728189
AMOT,6.440727586719901,2.1528324374158503,0.9443518021046848,0.23150068039967087,0.5163464436507199,0.0,42.567339284723055,1.2568690237107676,0.0
AMOTL2,0.0,1.174115038432618,0.0,0.0,0.4186633570685456,12.148570564032957,31.752249861760035,0.0,381.7939094328402
ANGPTL2,0.0,0.0,17.307298739156074,7.592714478622806,1.9246509749018315,2.64045510800935,90.182001711322,0.0,0.0
APOA1,0.0,0.0,0.0,2.0069978914097093,0.0,1453.7986344647022,0.0,0.0,0.0
APOC1,0.0,22.586314629570204,0.0,4.91945348991765,0.0,134503.02255688512,178.10172994067653,3.070599388953557,258.1341650908995
APOC3,0.0,0.0,0.0,0.0,0.0,598.3516135199143,0.0,0.0,0.0
ARHGEF16,0.0,9.147564128096983,0.0,0.4321354803367785,0.0,1.0139242847495655,0.0,0.0,0.0
ARHGEF37,0.0,0.6247245342218188,0.0,4.65736594050368,0.0,18.475985450972686,1099.7654677473063,0.0,0.0
ARL4D,6.288646560861482,0.0,30.836435963448587,409.2765794557458,1.8823199585833663,182.90725900568003,10.265480992655805,3177.0883373478014,61.30547881551398
ARSG,24.776156652305744,9.617733773573942,24.103958726364887,16.207138673495795,23.722950233688156,13.749138306509971,65.18545020437102,1.1149944737085336,786.9219000050755
AS3MT,213.73562980516908,245.0263996280812,61.53177826701233,272.22662586139495,42.564087402604216,451.0052113561368,231.3044550081265,2669.480584104202,11.565113207004288
ATP8B1,0.0,27.28114181815179,0.0,0.0,1.699663445321792,2.386261315987165,0.0,0.0,0.0
