,Neutrophil,pair
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6013,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5226,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.533,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4879,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3842,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.419,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.0778,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.3253,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6879,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7029,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.646,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6406,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6476,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6018,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5464,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5443,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5086,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5513,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4899,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3362,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.3988,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.0782,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.3157,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.7217,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6203,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.645,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5867,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5483,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5925,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.56,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5289,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5109,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4145,"('Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6456,"('Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.574,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4434,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4659,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4829,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4954,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3978,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3218,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.3539,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.0797,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.374,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6731,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6469,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5925,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.617,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5843,"('Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5563,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5479,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3948,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4993,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3787,"('Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6251,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5027,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5114,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4918,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4818,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3574,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6201,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5201,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5917,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5613,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5787,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5217,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.526,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.523,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.2577,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.4062,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.1136,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2736,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6158,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.589,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.657,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5988,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5467,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5305,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5097,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4888,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4438,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3253,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6771,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5755,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5453,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5359,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5175,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3246,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.6312,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5163,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4691,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5536,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3424,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4201,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2323,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5648,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4504,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4899,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5752,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5662,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5888,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5457,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5454,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5348,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3809,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.3594,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.1046,"('CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
