,Monocyte,pair
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4343,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5228,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5289,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5121,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3984,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5813,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5504,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6189,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.6169,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6597,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6303,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5824,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.5863,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5248,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5209,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4379,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6617,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.504,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5907,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.479,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4702,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5337,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4356,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.1036,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.1959,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",-0.047,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.4379,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3857,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3753,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5574,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5317,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5733,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4592,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2858,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.219,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3369,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4384,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6203,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.3595,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5691,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4597,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4617,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5078,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.326,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.3988,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3936,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3442,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.5718,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6315,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.328,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3105,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.3394,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4142,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3211,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.2748,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3863,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4991,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5853,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5698,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6009,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5063,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2606,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.2863,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3702,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.29,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5018,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4943,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5452,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4991,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3337,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5938,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3251,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.3497,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.3317,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5397,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.5691,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6501,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4135,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4453,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.1975,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.2243,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3424,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3807,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5081,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4502,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5298,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5031,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.4096,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.4066,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5461,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5209,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.7124,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7048,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.648,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6493,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.6148,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.6399,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.3953,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.6263,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.5768,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.4541,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.4227,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.5574,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.6286,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.6054,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.7254,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.5958,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5482,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5547,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.636,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
