,gdT,NKT,NK,CD4T,CD8T,B,Monocyte,Neutrophils,Kupffer,Eosinophil,MonoMac
APAP#24hr,0.25146907705878413,0.30516457771359157,0.37640875342748153,0.25094935384731254,0.3648023760855779,0.616184385231535,17.31208930507879,6.3526865381727555,0.3453331135124318,6.0089916667538485,1.8055617983511352
APAP#24hr,0.3964259103190402,0.15518504678928974,0.28978406187686573,0.30920483210482486,0.40334065490140464,0.5691254567161685,16.377692880305023,7.50139427344843,0.3906078237191367,6.001084505364294,1.5824638328343696
APAP#24hr,0.2885800250046472,0.43095067631381867,0.41153766578887546,0.30232529111653056,0.37305589788958715,0.5230023655498017,17.562211436465375,10.705301962349196,0.37189882473415087,2.6326826711241273,1.6652901180666035
APAP#24hr,0.3910859254276997,0.570625529102102,0.38759803839598267,0.2825153334545537,0.4281244239159475,0.5100673314935328,18.2415001238233,13.003516021788974,0.36025248271589483,1.7952782999776629,1.0784223393930832
APAP#48hr,0.5464718545884408,0.4480255148333454,0.9142598776662292,0.28199765405581495,0.4498558270241781,0.7203321271055533,18.696572570408993,4.206434792897646,0.20692967890215547,5.665152144655042,1.4034595185157495
APAP#48hr,0.4475811001197339,0.5211382628493928,1.0168704974413663,0.3426000726714159,0.3875515819339183,0.6554823759193663,17.138792699558984,5.004230763300939,0.16537660422269457,5.766559486431994,1.7402589387831209
APAP#48hr,0.680116367689971,0.46148028798738205,1.2377290871216733,0.37444232997272153,0.590826741136163,0.8641190888086336,15.66604712878612,4.3360252397837336,0.17670930651637798,4.662454709038791,1.5617798036961137
APAP#48hr,0.502008608384443,0.9554767387679581,0.870662968903043,0.3272640177021697,0.43049631976808683,0.6080016132094848,16.381676593641192,9.653125166623942,0.11920994882434666,6.616406828399206,1.437977323684163
